index_zero_based,part_name,mesh,category,mass_kg,com_part_x_m,com_part_y_m,com_part_z_m,com_export_x_m,com_export_y_m,com_export_z_m,ixx_kg_m2,ixy_kg_m2,ixz_kg_m2,iyy_kg_m2,iyz_kg_m2,izz_kg_m2,mesh_volume_m3,density_estimate_kg_m3,assigned_material_name,tensor_physically_consistent,source_document_id
0,top_enclosure,assets/top_enclosure.stl,custom_robot_structure,0.40426892019767996,3.732676984947815e-05,-0.00013761387627061393,0.06387800042425862,1.180145964984981e-05,-4.049952989185955e-05,0.05887800042425874,0.00843045398167896,-3.0210730658825226e-06,-8.889601041855057e-09,0.0028824612864248827,3.4627232795491844e-08,0.011311272455530673,0.00014386414718923094,2810.0741435315845,,True,881b01051a1ec5c958bf7768
1,m4_countersunk_hex_drive_screw__12mm_l__alloy_steel,assets/m4_countersunk_hex_drive_screw__12mm_l__alloy_steel.stl,catalog_fasteners_and_hardware,0.001260631712756462,1.3071499483891372e-06,-1.5416236810459482e-06,0.0013992482363803789,0.09722953258060608,-0.0422494003827162,0.0568992482363805,1.9934775719197283e-08,-2.4139495512187986e-13,5.82444153114141e-12,1.993508866533806e-08,3.3908308811489356e-12,4.55106215119668e-09,1.6043677305767166e-07,7857.498556788518,,True,183ba2d51794062291350ece
2,m3_low_profile_socket_head_screw__5mm_l__hs_steel,assets/m3_low_profile_socket_head_screw__5mm_l__hs_steel.stl,catalog_fasteners_and_hardware,0.0005661645150078846,2.8649982787048754e-07,5.711460076281225e-07,0.0011258481258300179,-0.07715156038936542,0.12755800496896272,0.0012260481258301226,2.8989254502074083e-09,-1.9835192503100982e-13,8.664747465795595e-13,2.8988875603361707e-09,1.0555987376104463e-12,1.5916375087936923e-09,7.203356940451148e-08,7859.731506966328,,True,89113c13c1904d01ede0bcb9
3,m3_countersunk_hex_drive_screw__8mm_l__alloy_steel,assets/m3_countersunk_hex_drive_screw__8mm_l__alloy_steel.stl,catalog_fasteners_and_hardware,0.00048289151479582207,-4.6659695364853127e-07,-1.0175199137773183e-07,0.0009506213672961906,0.09036631293825997,-0.19390278390162985,-0.0019506213672960224,3.4793529546863828e-09,-1.49466112374589e-13,2.188122865520532e-12,3.4792339342330018e-09,5.186981569787066e-13,1.0163986365622556e-09,6.144622215201703e-08,7858.766542248207,,True,7a9c70871e34e4a7b93415c3
4,bottom_enclosure,assets/bottom_enclosure.stl,custom_robot_structure,0.40997782122961496,3.672239887762029e-05,-0.00013511289873989753,0.05910825464747352,1.1197088678026613e-05,-3.7998552360976725e-05,-0.0023917453525263074,0.008590808194297327,-3.0412953922943264e-06,8.941759140159785e-09,0.0029356746794241624,-3.3369465833434513e-08,0.011524807962465545,0.00014589153772152452,2810.1549111928216,,True,881b01051a1ec5c958bf7768
5,m3_low_profile_socket_head_screw__5mm_l__hs_steel_2,assets/m3_low_profile_socket_head_screw__5mm_l__hs_steel.stl,catalog_fasteners_and_hardware,0.0005661645150078846,2.8649982787048754e-07,5.711460076281225e-07,0.0011258481258300179,-0.2284774947205881,0.030430828712865343,0.08638734281377604,2.8989254502074083e-09,-1.9835192503100982e-13,8.664747465795595e-13,2.8988875603361707e-09,1.0555987376104463e-12,1.5916375087936923e-09,7.203356940451148e-08,7859.731506966328,,True,89113c13c1904d01ede0bcb9
6,tibia,assets/tibia.stl,custom_robot_structure,0.08511844308625288,0.05251023543884735,-0.00015638787838327317,1.2340751762384689e-05,-0.2776488142875164,-0.0005349904775793919,0.06475410409716048,4.375589318879602e-05,-7.035370235705769e-07,-7.442691414315737e-08,0.0001606627800562551,8.814839801418204e-11,0.0001861088849276181,7.209497232898907e-05,1180.6432589755934,,True,881b01051a1ec5c958bf7768
7,m4_low_profile_socket_head_screw__8mm_l__18_8_ss,assets/m4_low_profile_socket_head_screw__8mm_l__18_8_ss.stl,catalog_fasteners_and_hardware,0.0014360273543625498,5.993079289022729e-07,2.427383866312977e-07,0.001566162698562903,-0.22366636369696574,-0.03063787929066517,0.06281323042683701,1.6920964131490878e-08,4.194975610991509e-15,1.993992270223131e-12,1.691956690952173e-08,-8.190885933173142e-12,6.1975505898616726e-09,1.7863835505454422e-07,8038.740358553364,,True,8af10677b2501bd9ce00a5d0
8,m3_low_profile_socket_head_screw__6mm_l__18_8_ss,assets/m3_low_profile_socket_head_screw__6mm_l__18_8_ss.stl,catalog_fasteners_and_hardware,0.0006211045207284469,4.496378366916472e-07,-1.2212095659441424e-06,0.0012212185740947546,-0.2125575253452138,0.01713567250086056,0.05066469428013848,4.105658746996272e-09,1.4206308788657533e-13,6.147111898853524e-13,4.105736470004493e-09,-1.4886537407071392e-12,1.6477516864587332e-09,7.726007294857367e-08,8039.139713754482,,True,c897f71ee271aedb99169257
9,m3_low_profile_socket_head_screw__8mm_l__18_8_ss,assets/m3_low_profile_socket_head_screw__8mm_l__18_8_ss.stl,catalog_fasteners_and_hardware,0.0007121385343213328,1.365164413103961e-07,-9.514396309709326e-07,0.0014296486293970238,-0.23826073516998486,-0.0254563063537182,0.09130101297781386,7.223101107201562e-09,-1.5177735830262759e-13,3.034937396020729e-13,7.2232380572592355e-09,-9.839310460762436e-13,1.7322118524543106e-09,8.856662721258969e-08,8040.7096525417055,,True,626346dce1edef09e7e90546
10,tibia_attatchment_plate,assets/tibia_attatchment_plate.stl,custom_robot_structure,0.01944394183095705,4.297424054058914e-11,0.00022989874860042132,-0.01562501784303253,-0.21607713776586399,-0.00015347256489254679,0.06648001025927168,1.4022114864338907e-05,6.085015014845132e-12,-1.599474883983234e-14,7.939308607589639e-06,5.756206300309741e-08,1.1741016064472803e-05,7.253160091718464e-06,2680.7545380334036,,True,881b01051a1ec5c958bf7768
11,m4_low_profile_socket_head_screw__8mm_l__18_8_ss_2,assets/m4_low_profile_socket_head_screw__8mm_l__18_8_ss.stl,catalog_fasteners_and_hardware,0.0014360273543625498,5.993079289022729e-07,2.427383866312977e-07,0.001566162698562903,-0.17819199242574818,-0.029442386207856403,0.035816556868856625,1.6920964131490878e-08,4.194975610991509e-15,1.993992270223131e-12,1.691956690952173e-08,-8.190885933173142e-12,6.1975505898616726e-09,1.7863835505454422e-07,8038.740358553364,,True,8af10677b2501bd9ce00a5d0
12,m3_low_profile_socket_head_screw__5mm_l__hs_steel_3,assets/m3_low_profile_socket_head_screw__5mm_l__hs_steel.stl,catalog_fasteners_and_hardware,0.0005661645150078846,2.8649982787048754e-07,5.711460076281225e-07,0.0011258481258300179,-0.15986194546906685,0.029806058989322908,0.020682962740303908,2.8989254502074083e-09,-1.9835192503100982e-13,8.664747465795595e-13,2.8988875603361707e-09,1.0555987376104463e-12,1.5916375087936923e-09,7.203356940451148e-08,7859.731506966328,,True,89113c13c1904d01ede0bcb9
13,first_joint_spacer,assets/first_joint_spacer.stl,custom_robot_structure,0.029604287638934565,-0.07528846876523622,-5.998641686327542e-08,0.026191582913096083,-0.1953130517836993,-0.0002795639241832215,0.02834158291308726,1.0116277923414245e-05,-1.8903187368797014e-12,3.6929661526647424e-09,7.926019954167669e-06,1.7192808117943931e-12,3.575676126939105e-06,2.2774971458834826e-05,1299.860581272014,,True,881b01051a1ec5c958bf7768
14,first_joint_top,assets/first_joint_top.stl,custom_robot_structure,0.013528033696840042,-0.034448865166335454,-0.00010632703242219058,0.05140000010591899,-0.15447449134405045,3.1115219333349676e-05,0.05354999989407402,1.949691577713728e-06,6.104030014648082e-09,5.2651174738664144e-14,1.220231381292786e-05,1.424196906923533e-14,1.4146233372538587e-05,5.04687121980329e-06,2680.4792727339136,,True,881b01051a1ec5c958bf7768
15,m3_low_profile__socket_head_shoulder_screw__45mm_shoulder_l__4mm_l__18_8_ss,assets/m3_low_profile__socket_head_shoulder_screw__45mm_shoulder_l__4mm_l__18_8_ss.stl,catalog_fasteners_and_hardware,0.004999074730322696,1.0903489553075524e-07,-1.3806451846255144e-07,-0.023445502853974294,-0.19673023261555247,0.01086340820001682,0.03290449714601848,1.0657652779482982e-06,-1.4116363154113505e-12,1.3696727603084747e-11,1.0657655061472457e-06,-1.6645508976223764e-11,1.084709485988834e-08,6.359283189814866e-07,7861.06638296797,,True,baa40c320d5b37dfcd3ea0d1
16,m3_low_profile__socket_head_shoulder_screw__45mm_shoulder_l__4mm_l__18_8_ss_2,assets/m3_low_profile__socket_head_shoulder_screw__45mm_shoulder_l__4mm_l__18_8_ss.stl,catalog_fasteners_and_hardware,0.004999074730322696,1.0903489553075524e-07,-1.3806451846255144e-07,-0.023445502853974294,-0.1966186805028479,-0.01143631278761351,0.032904497146018494,1.0657652779482982e-06,-1.4116363154113505e-12,1.3696727603084747e-11,1.0657655061472457e-06,-1.6645508976223764e-11,1.084709485988834e-08,6.359283189814866e-07,7861.06638296797,,True,baa40c320d5b37dfcd3ea0d1
17,m3_low_profile_socket_head_screw__6mm_l__18_8_ss_2,assets/m3_low_profile_socket_head_screw__6mm_l__18_8_ss.stl,catalog_fasteners_and_hardware,0.0006211045207284469,4.496378366916472e-07,-1.2212095659441424e-06,0.0012212185740947546,-0.1347707483167824,0.014694780915979238,0.05357121857408775,4.105658746996272e-09,1.4206308788657533e-13,6.147111898853524e-13,4.105736470004493e-09,-1.4886537407071392e-12,1.6477516864587332e-09,7.726007294857367e-08,8039.139713754482,,True,c897f71ee271aedb99169257
18,m3_low_profile_socket_head_screw__8mm_l__18_8_ss_2,assets/m3_low_profile_socket_head_screw__8mm_l__18_8_ss.stl,catalog_fasteners_and_hardware,0.0007121385343213328,1.365164413103961e-07,-9.514396309709326e-07,0.0014296486293970238,-0.17943335941742078,-0.024730022914603685,0.04612785363952365,7.223101107201562e-09,-1.5177735830262759e-13,3.034937396020729e-13,7.2232380572592355e-09,-9.839310460762436e-13,1.7322118524543106e-09,8.856662721258969e-08,8040.7096525417055,,True,626346dce1edef09e7e90546
19,standoff_plate,assets/standoff_plate.stl,custom_robot_structure,0.09569771578849694,-2.49157010928973e-07,-0.021955755899188436,2.823825714075806e-08,-0.09900098522074134,-0.09970096505391937,0.02825002823825716,4.453556615589061e-05,4.649043086760392e-10,8.180599629376077e-10,0.00018749413161236667,-7.3537526215607e-11,0.00015199050538280298,3.5700276773075596e-05,2680.5875034747673,,True,881b01051a1ec5c958bf7768
20,pem_m4_self_clinching_nut__300_ss,assets/pem_m4_self_clinching_nut__300_ss.stl,catalog_fasteners_and_hardware,0.0008355363884781723,0.0019670757575096427,-1.6173730124900373e-07,5.2308822207170976e-08,-0.07531441725344837,-0.15207297744873283,0.052737924242490436,6.9682596864700805e-09,-1.9802899489392358e-13,-5.965832925689283e-14,4.099050647002325e-09,7.713958387517938e-14,4.0983762805777485e-09,1.0630266930926216e-07,7859.975614040126,,True,158ec13e4f19f56723423f84
21,pem_m4_self_clinching_nut__300_ss_2,assets/pem_m4_self_clinching_nut__300_ss.stl,catalog_fasteners_and_hardware,0.0008355363884781723,0.0019670757575096427,-1.6173730124900373e-07,5.2308822207170976e-08,-0.09727910719598071,-0.04224787833276147,0.003762075757509606,6.9682596864700805e-09,-1.9802899489392358e-13,-5.965832925689283e-14,4.099050647002325e-09,7.713958387517938e-14,4.0983762805777485e-09,1.0630266930926216e-07,7859.975614040126,,True,158ec13e4f19f56723423f84
22,pem_m4_self_clinching_nut__300_ss_3,assets/pem_m4_self_clinching_nut__300_ss.stl,catalog_fasteners_and_hardware,0.0008355363884781723,0.0019670757575096427,-1.6173730124900373e-07,5.2308822207170976e-08,-0.07531410006050408,-0.15207291401014397,0.003762075757509606,6.9682596864700805e-09,-1.9802899489392358e-13,-5.965832925689283e-14,4.099050647002325e-09,7.713958387517938e-14,4.0983762805777485e-09,1.0630266930926216e-07,7859.975614040126,,True,158ec13e4f19f56723423f84
23,pem_m4_self_clinching_nut__300_ss_4,assets/pem_m4_self_clinching_nut__300_ss.stl,catalog_fasteners_and_hardware,0.0008355363884781723,0.0019670757575096427,-1.6173730124900373e-07,5.2308822207170976e-08,-0.09727942438892499,-0.04224794177135034,0.052737924242490464,6.9682596864700805e-09,-1.9802899489392358e-13,-5.965832925689283e-14,4.099050647002325e-09,7.713958387517938e-14,4.0983762805777485e-09,1.0630266930926216e-07,7859.975614040126,,True,158ec13e4f19f56723423f84
24,bottom_plate,assets/bottom_plate.stl,custom_robot_structure,0.25075927434637585,7.925524302044149e-17,1.9510758179307822e-16,0.06230009998917897,7.925524302044135e-17,1.9510758179307857e-16,0.0008000999891789734,0.0023259752151841436,2.290068049261794e-09,0.0,0.0006200439708891275,0.0,0.002945912167789755,9.356981776598897e-05,2679.916241511828,,True,881b01051a1ec5c958bf7768
25,m4_through_hole_standoff__8mm_l__hardened_steel,assets/m4_through_hole_standoff__8mm_l__hardened_steel.stl,catalog_fasteners_and_hardware,0.0019568427667201755,-0.0034840487615136685,-7.51302491163214e-11,-3.63288894554637e-08,-7.513024932965774e-11,-0.14999996367111085,0.003984048761513656,1.517399381429933e-08,5.762421342676423e-16,2.7620379124224445e-13,1.824896480150287e-08,5.346286305580036e-16,1.824921506768973e-08,2.489973378614684e-07,7858.890313955405,,True,12960413464b4da015a5311a
26,pem_m4_self_clinching_nut__300_ss_5,assets/pem_m4_self_clinching_nut__300_ss.stl,catalog_fasteners_and_hardware,0.0008355363884781723,0.0019670757575096427,-1.6173730124900373e-07,5.2308822207170976e-08,-0.03602557761902181,0.1860972760836798,0.05273792424249051,6.9682596864700805e-09,-1.9802899489392358e-13,-5.965832925689283e-14,4.099050647002325e-09,7.713958387517938e-14,4.0983762805777485e-09,1.0630266930926216e-07,7859.975614040126,,True,158ec13e4f19f56723423f84
27,standoff_plate_2,assets/standoff_plate__2.stl,custom_robot_structure,0.07702098214720098,-1.1009400201323886e-07,-0.019752799458084586,5.638456927533741e-08,-2.541521619753877e-05,0.19684991380446318,0.028250056384569403,4.093625377664175e-05,1.5328208835706293e-10,3.463285739849185e-10,8.644054832221639e-05,-7.113241335193994e-11,5.663620842575362e-05,2.8733649102939192e-05,2680.5151643381914,,True,881b01051a1ec5c958bf7768
28,pem_m4_self_clinching_nut__300_ss_6,assets/pem_m4_self_clinching_nut__300_ss.stl,catalog_fasteners_and_hardware,0.0008355363884781723,0.0019670757575096427,-1.6173730124900373e-07,5.2308822207170976e-08,-0.036025577619021754,0.18609695260907735,0.003762075757509786,6.9682596864700805e-09,-1.9802899489392358e-13,-5.965832925689283e-14,4.099050647002325e-09,7.713958387517938e-14,4.0983762805777485e-09,1.0630266930926216e-07,7859.975614040126,,True,158ec13e4f19f56723423f84
29,pem_m4_self_clinching_nut__300_ss_7,assets/pem_m4_self_clinching_nut__300_ss.stl,catalog_fasteners_and_hardware,0.0008355363884781723,0.0019670757575096427,-1.6173730124900373e-07,5.2308822207170976e-08,0.03597442238097818,0.18609727608367985,0.0527379242424905,6.9682596864700805e-09,-1.9802899489392358e-13,-5.965832925689283e-14,4.099050647002325e-09,7.713958387517938e-14,4.0983762805777485e-09,1.0630266930926216e-07,7859.975614040126,,True,158ec13e4f19f56723423f84
30,pem_m4_self_clinching_nut__300_ss_8,assets/pem_m4_self_clinching_nut__300_ss.stl,catalog_fasteners_and_hardware,0.0008355363884781723,0.0019670757575096427,-1.6173730124900373e-07,5.2308822207170976e-08,0.03597442238097818,0.18609695260907735,0.003762075757509786,6.9682596864700805e-09,-1.9802899489392358e-13,-5.965832925689283e-14,4.099050647002325e-09,7.713958387517938e-14,4.0983762805777485e-09,1.0630266930926216e-07,7859.975614040126,,True,158ec13e4f19f56723423f84
31,pem_m4_self_clinching_nut__300_ss_9,assets/pem_m4_self_clinching_nut__300_ss.stl,catalog_fasteners_and_hardware,0.0008355363884781723,0.0019670757575096427,-1.6173730124900373e-07,5.2308822207170976e-08,0.03597452699862268,-0.18590304739092237,0.05273792424249047,6.9682596864700805e-09,-1.9802899489392358e-13,-5.965832925689283e-14,4.099050647002325e-09,7.713958387517938e-14,4.0983762805777485e-09,1.0630266930926216e-07,7859.975614040126,,True,158ec13e4f19f56723423f84
32,standoff_plate_3,assets/standoff_plate__2.stl,custom_robot_structure,0.07702098214720098,-1.1009400201323886e-07,-0.019752799458084586,5.638456927533741e-08,-2.5635404201509737e-05,-0.19665568511170572,0.028250056384569417,4.093625377664175e-05,1.5328208835706293e-10,3.463285739849185e-10,8.644054832221639e-05,-7.113241335193994e-11,5.663620842575362e-05,2.8733649102939192e-05,2680.5151643381914,,True,881b01051a1ec5c958bf7768
33,pem_m4_self_clinching_nut__300_ss_10,assets/pem_m4_self_clinching_nut__300_ss.stl,catalog_fasteners_and_hardware,0.0008355363884781723,0.0019670757575096427,-1.6173730124900373e-07,5.2308822207170976e-08,0.03597452699862264,-0.18590272391631987,0.0037620757575097985,6.9682596864700805e-09,-1.9802899489392358e-13,-5.965832925689283e-14,4.099050647002325e-09,7.713958387517938e-14,4.0983762805777485e-09,1.0630266930926216e-07,7859.975614040126,,True,158ec13e4f19f56723423f84
34,pem_m4_self_clinching_nut__300_ss_11,assets/pem_m4_self_clinching_nut__300_ss.stl,catalog_fasteners_and_hardware,0.0008355363884781723,0.0019670757575096427,-1.6173730124900373e-07,5.2308822207170976e-08,-0.03602547300137725,-0.18590304739092237,0.05273792424249047,6.9682596864700805e-09,-1.9802899489392358e-13,-5.965832925689283e-14,4.099050647002325e-09,7.713958387517938e-14,4.0983762805777485e-09,1.0630266930926216e-07,7859.975614040126,,True,158ec13e4f19f56723423f84
35,pem_m4_self_clinching_nut__300_ss_12,assets/pem_m4_self_clinching_nut__300_ss.stl,catalog_fasteners_and_hardware,0.0008355363884781723,0.0019670757575096427,-1.6173730124900373e-07,5.2308822207170976e-08,-0.03602547300137726,-0.18590272391631987,0.0037620757575097985,6.9682596864700805e-09,-1.9802899489392358e-13,-5.965832925689283e-14,4.099050647002325e-09,7.713958387517938e-14,4.0983762805777485e-09,1.0630266930926216e-07,7859.975614040126,,True,158ec13e4f19f56723423f84
36,standoff_plate_4,assets/standoff_plate.stl,custom_robot_structure,0.09569771578849694,-2.49157010928973e-07,-0.021955755899188436,2.823825714075806e-08,0.09894993460034224,0.09989519374667663,0.028250028238257258,4.453556615589061e-05,4.649043086760392e-10,8.180599629376077e-10,0.00018749413161236667,-7.3537526215607e-11,0.00015199050538280298,3.5700276773075596e-05,2680.5875034747673,,True,881b01051a1ec5c958bf7768
37,pem_m4_self_clinching_nut__300_ss_13,assets/pem_m4_self_clinching_nut__300_ss.stl,catalog_fasteners_and_hardware,0.0008355363884781723,0.0019670757575096427,-1.6173730124900373e-07,5.2308822207170976e-08,0.07526336663304921,0.1522672061414904,0.05273792424249047,6.9682596864700805e-09,-1.9802899489392358e-13,-5.965832925689283e-14,4.099050647002325e-09,7.713958387517938e-14,4.0983762805777485e-09,1.0630266930926216e-07,7859.975614040126,,True,158ec13e4f19f56723423f84
38,pem_m4_self_clinching_nut__300_ss_14,assets/pem_m4_self_clinching_nut__300_ss.stl,catalog_fasteners_and_hardware,0.0008355363884781723,0.0019670757575096427,-1.6173730124900373e-07,5.2308822207170976e-08,0.0972280565755815,0.04244210702551847,0.0037620757575097586,6.9682596864700805e-09,-1.9802899489392358e-13,-5.965832925689283e-14,4.099050647002325e-09,7.713958387517938e-14,4.0983762805777485e-09,1.0630266930926216e-07,7859.975614040126,,True,158ec13e4f19f56723423f84
39,pem_m4_self_clinching_nut__300_ss_15,assets/pem_m4_self_clinching_nut__300_ss.stl,catalog_fasteners_and_hardware,0.0008355363884781723,0.0019670757575096427,-1.6173730124900373e-07,5.2308822207170976e-08,0.07526304944010492,0.15226714270290154,0.0037620757575097586,6.9682596864700805e-09,-1.9802899489392358e-13,-5.965832925689283e-14,4.099050647002325e-09,7.713958387517938e-14,4.0983762805777485e-09,1.0630266930926216e-07,7859.975614040126,,True,158ec13e4f19f56723423f84
40,pem_m4_self_clinching_nut__300_ss_16,assets/pem_m4_self_clinching_nut__300_ss.stl,catalog_fasteners_and_hardware,0.0008355363884781723,0.0019670757575096427,-1.6173730124900373e-07,5.2308822207170976e-08,0.09722837376852579,0.042442170464107316,0.05273792424249046,6.9682596864700805e-09,-1.9802899489392358e-13,-5.965832925689283e-14,4.099050647002325e-09,7.713958387517938e-14,4.0983762805777485e-09,1.0630266930926216e-07,7859.975614040126,,True,158ec13e4f19f56723423f84
41,standoff_plate_5,assets/standoff_plate.stl,custom_robot_structure,0.09569771578849694,-2.49157010928973e-07,-0.021955755899188436,2.823825714075806e-08,0.09894983687292218,-0.09970145369101939,0.028250028238257258,4.453556615589061e-05,4.649043086760392e-10,8.180599629376077e-10,0.00018749413161236667,-7.3537526215607e-11,0.00015199050538280298,3.5700276773075596e-05,2680.5875034747673,,True,881b01051a1ec5c958bf7768
42,pem_m4_self_clinching_nut__300_ss_17,assets/pem_m4_self_clinching_nut__300_ss.stl,catalog_fasteners_and_hardware,0.0008355363884781723,0.0019670757575096427,-1.6173730124900373e-07,5.2308822207170976e-08,0.09722839428573386,-0.042247839185309354,0.05273792424249047,6.9682596864700805e-09,-1.9802899489392358e-13,-5.965832925689283e-14,4.099050647002325e-09,7.713958387517938e-14,4.0983762805777485e-09,1.0630266930926216e-07,7859.975614040126,,True,158ec13e4f19f56723423f84
43,pem_m4_self_clinching_nut__300_ss_18,assets/pem_m4_self_clinching_nut__300_ss.stl,catalog_fasteners_and_hardware,0.0008355363884781723,0.0019670757575096427,-1.6173730124900373e-07,5.2308822207170976e-08,0.07526306995731294,-0.1520728114241036,0.0037620757575097447,6.9682596864700805e-09,-1.9802899489392358e-13,-5.965832925689283e-14,4.099050647002325e-09,7.713958387517938e-14,4.0983762805777485e-09,1.0630266930926216e-07,7859.975614040126,,True,158ec13e4f19f56723423f84
44,pem_m4_self_clinching_nut__300_ss_19,assets/pem_m4_self_clinching_nut__300_ss.stl,catalog_fasteners_and_hardware,0.0008355363884781723,0.0019670757575096427,-1.6173730124900373e-07,5.2308822207170976e-08,0.09722807709278958,-0.04224777574672049,0.0037620757575097447,6.9682596864700805e-09,-1.9802899489392358e-13,-5.965832925689283e-14,4.099050647002325e-09,7.713958387517938e-14,4.0983762805777485e-09,1.0630266930926216e-07,7859.975614040126,,True,158ec13e4f19f56723423f84
45,pem_m4_self_clinching_nut__300_ss_20,assets/pem_m4_self_clinching_nut__300_ss.stl,catalog_fasteners_and_hardware,0.0008355363884781723,0.0019670757575096427,-1.6173730124900373e-07,5.2308822207170976e-08,0.07526338715025722,-0.15207287486269244,0.05273792424249046,6.9682596864700805e-09,-1.9802899489392358e-13,-5.965832925689283e-14,4.099050647002325e-09,7.713958387517938e-14,4.0983762805777485e-09,1.0630266930926216e-07,7859.975614040126,,True,158ec13e4f19f56723423f84
46,m3_countersunk_hex_drive_screw__8mm_l__alloy_steel_2,assets/m3_countersunk_hex_drive_screw__8mm_l__alloy_steel.stl,catalog_fasteners_and_hardware,0.00048289151479582207,-4.6659695364853127e-07,-1.0175199137773183e-07,0.0009506213672961906,0.09036631293826003,-0.20590278390162992,-0.0019506213672960224,3.4793529546863828e-09,-1.49466112374589e-13,2.188122865520532e-12,3.4792339342330018e-09,5.186981569787066e-13,1.0163986365622556e-09,6.144622215201703e-08,7858.766542248207,,True,7a9c70871e34e4a7b93415c3
47,m3_countersunk_hex_drive_screw__8mm_l__alloy_steel_3,assets/m3_countersunk_hex_drive_screw__8mm_l__alloy_steel.stl,catalog_fasteners_and_hardware,0.00048289151479582207,-4.6659695364853127e-07,-1.0175199137773183e-07,0.0009506213672961906,-0.06963368706173997,-0.20590278390162986,-0.0019506213672960224,3.4793529546863828e-09,-1.49466112374589e-13,2.188122865520532e-12,3.4792339342330018e-09,5.186981569787066e-13,1.0163986365622556e-09,6.144622215201703e-08,7858.766542248207,,True,7a9c70871e34e4a7b93415c3
48,m3_countersunk_hex_drive_screw__8mm_l__alloy_steel_4,assets/m3_countersunk_hex_drive_screw__8mm_l__alloy_steel.stl,catalog_fasteners_and_hardware,0.00048289151479582207,-4.6659695364853127e-07,-1.0175199137773183e-07,0.0009506213672961906,-0.06963368706173997,-0.19390278390162985,-0.0019506213672960224,3.4793529546863828e-09,-1.49466112374589e-13,2.188122865520532e-12,3.4792339342330018e-09,5.186981569787066e-13,1.0163986365622556e-09,6.144622215201703e-08,7858.766542248207,,True,7a9c70871e34e4a7b93415c3
49,m3_countersunk_hex_drive_screw__8mm_l__alloy_steel_5,assets/m3_countersunk_hex_drive_screw__8mm_l__alloy_steel.stl,catalog_fasteners_and_hardware,0.00048289151479582207,-4.6659695364853127e-07,-1.0175199137773183e-07,0.0009506213672961906,-0.06963368706174008,0.20609721609837045,-0.0019506213672960224,3.4793529546863828e-09,-1.49466112374589e-13,2.188122865520532e-12,3.4792339342330018e-09,5.186981569787066e-13,1.0163986365622556e-09,6.144622215201703e-08,7858.766542248207,,True,7a9c70871e34e4a7b93415c3
50,m3_countersunk_hex_drive_screw__8mm_l__alloy_steel_6,assets/m3_countersunk_hex_drive_screw__8mm_l__alloy_steel.stl,catalog_fasteners_and_hardware,0.00048289151479582207,-4.6659695364853127e-07,-1.0175199137773183e-07,0.0009506213672961906,0.10958170324743341,-0.005902783901629686,-0.0019506213672960224,3.4793529546863828e-09,-1.49466112374589e-13,2.188122865520532e-12,3.4792339342330018e-09,5.186981569787066e-13,1.0163986365622556e-09,6.144622215201703e-08,7858.766542248207,,True,7a9c70871e34e4a7b93415c3
51,m3_countersunk_hex_drive_screw__8mm_l__alloy_steel_7,assets/m3_countersunk_hex_drive_screw__8mm_l__alloy_steel.stl,catalog_fasteners_and_hardware,0.00048289151479582207,-4.6659695364853127e-07,-1.0175199137773183e-07,0.0009506213672961906,0.07997400809284674,-0.21190278390162987,-0.0019506213672960224,3.4793529546863828e-09,-1.49466112374589e-13,2.188122865520532e-12,3.4792339342330018e-09,5.186981569787066e-13,1.0163986365622556e-09,6.144622215201703e-08,7858.766542248207,,True,7a9c70871e34e4a7b93415c3
52,m3_countersunk_hex_drive_screw__8mm_l__alloy_steel_8,assets/m3_countersunk_hex_drive_screw__8mm_l__alloy_steel.stl,catalog_fasteners_and_hardware,0.00048289151479582207,-4.6659695364853127e-07,-1.0175199137773183e-07,0.0009506213672961906,-0.08002599190715323,-0.21190278390162987,-0.0019506213672960224,3.4793529546863828e-09,-1.49466112374589e-13,2.188122865520532e-12,3.4792339342330018e-09,5.186981569787066e-13,1.0163986365622556e-09,6.144622215201703e-08,7858.766542248207,,True,7a9c70871e34e4a7b93415c3
53,m3_countersunk_hex_drive_screw__8mm_l__alloy_steel_9,assets/m3_countersunk_hex_drive_screw__8mm_l__alloy_steel.stl,catalog_fasteners_and_hardware,0.00048289151479582207,-4.6659695364853127e-07,-1.0175199137773183e-07,0.0009506213672961906,-0.12002599190715313,-0.011902783901629695,-0.0019506213672960224,3.4793529546863828e-09,-1.49466112374589e-13,2.188122865520532e-12,3.4792339342330018e-09,5.186981569787066e-13,1.0163986365622556e-09,6.144622215201703e-08,7858.766542248207,,True,7a9c70871e34e4a7b93415c3
54,m3_countersunk_hex_drive_screw__8mm_l__alloy_steel_10,assets/m3_countersunk_hex_drive_screw__8mm_l__alloy_steel.stl,catalog_fasteners_and_hardware,0.00048289151479582207,-4.6659695364853127e-07,-1.0175199137773183e-07,0.0009506213672961906,0.13036631293825987,-0.005902783901629686,-0.0019506213672960224,3.4793529546863828e-09,-1.49466112374589e-13,2.188122865520532e-12,3.4792339342330018e-09,5.186981569787066e-13,1.0163986365622556e-09,6.144622215201703e-08,7858.766542248207,,True,7a9c70871e34e4a7b93415c3
