sample_index,pad_x_m,pad_y_m,pad_z_m,tibia_x_m,tibia_y_m,tibia_z_m,distance_to_silicone_surface_m,silicone_winding,classification,occupied_visual_indices,uncertain_visual_indices,aabb_hits,distance_lower_bound_to_other_cad_solids_m
83,0.19220525212585926,0.004187500104308128,0.013869667542167008,-0.10771096811371743,0.15978022910047232,-0.02244787408641028,0.0025625000707805157,-2.4295903816735198e-17,occupied,[2],[],1,0.0
85,0.1922081857919693,-0.002187499776482582,0.01494793442543596,-0.1086478868098561,0.15924617270917055,-0.016072902817002986,0.0025625000707805157,-1.3252311172764653e-17,occupied,[2],[],1,0.0
87,0.1922188177704811,0.0010000001639127731,0.01500549667980522,-0.10870294083040942,0.15922662475878877,-0.019260404856935247,0.005750000011175871,1.3252311172764653e-17,occupied,[2],[],1,0.0
93,0.19222944974899292,0.004187500104308128,0.015063058934174478,-0.10875799485096271,0.15920707680840693,-0.022447906896867507,0.0025625000707805157,2.208718528794109e-18,occupied,[2],[],1,0.0
96,0.1922339890152216,-0.002187499776482582,0.01381745224352926,-0.10768031192691833,0.15983136892843447,-0.016072874428174167,0.0025625000707805157,2.208718528794109e-17,occupied,[2],[],1,0.0
99,0.19223777204751968,0.0010000001639127731,0.013775672297924757,-0.10764580070645596,0.15985533934604457,-0.019260373469734852,0.005750000011175871,-1.3252311172764653e-17,occupied,[2],[],1,0.0
101,0.1922411397099495,-0.002187499776482582,0.01504438603296876,-0.10874794169285455,0.1592267332216509,-0.016072907181421348,0.0025625000707805157,-2.6504622345529306e-17,occupied,[2],[],1,0.0
106,0.1922517716884613,0.0010000001639127731,0.015101948287338018,-0.10880299571340785,0.15920718527126906,-0.019260409221353608,0.005750000011175871,-2.4295903816735198e-17,occupied,[2],[],1,0.0
118,0.1922702919691801,-0.002187499776482582,0.013681677053682506,-0.10758063329919448,0.15993044959161679,-0.01607287285305942,0.0025625000707805157,8.834874115176436e-18,occupied,[2],[],1,0.0
119,0.1922740936279297,-0.002187499776482582,0.015140837640501559,-0.10884799657585298,0.1592072937341312,-0.016072911545839712,0.0025625000707805157,-1.1043592643970545e-17,occupied,[2],[],1,0.0
126,0.19229130260646343,0.004187500104308128,0.01513953844550997,-0.1088551162784389,0.15922264343703477,-0.02244791233120337,0.0025625000707805157,-8.834874115176436e-18,occupied,[2],[],1,0.0
135,0.19231362454593182,0.0010000001639127731,0.01517842779867351,-0.10890011714088405,0.15922275189989693,-0.01926041465568947,0.005750000011175871,0.0,occupied,[2],[],1,0.0
143,0.1923359464854002,-0.002187499776482582,0.015217317151837051,-0.10894511800332918,0.15922286036275907,-0.016072916980175572,0.0025625000707805157,-2.6504622345529306e-17,occupied,[2],[],1,0.0
149,0.19235315546393394,0.004187500104308128,0.015216017956845462,-0.1089522377059151,0.1592382100656626,-0.022447917765539227,0.0025625000707805157,5.742668174864683e-17,occupied,[2],[],1,0.0
150,0.19235379993915558,0.004187500104308128,0.013607705594040453,-0.10755773470138123,0.16003947808589658,-0.02244787538479428,0.0025625000707805157,-1.766974823035287e-17,occupied,[2],[],1,0.0
160,0.19237547740340233,0.0010000001639127731,0.015254907310009003,-0.10899723856836024,0.15923831852852477,-0.01926042009002533,0.005750000011175871,1.987846675914698e-17,occupied,[2],[],1,0.0
166,0.192386319860816,0.0010000001639127731,0.013513710349798203,-0.10749256729411975,0.1601145883314688,-0.019260374768118847,0.005750000011175871,3.092205940311753e-17,occupied,[2],[],1,0.0
